main_multum_drug_code,active_ingredient_code,ingredient_strength_code
648,5534,6243
649,4530,5870
650,4411,5787
651,4262,6749
652,4413,6001
653,4413,6306
654,4263,6749
655,4533,6749
656,4533,6001
657,4533,6306
1457,4805,6651
1457,5288,6954
1458,4805,6651
1458,5288,6954
1459,4469,6242
1460,4805,6867
1460,5288,6954
1461,4805,6867
1461,5288,6579
1462,4805,6009
1462,5288,6295
1463,4678,5912
1464,4679,5912
1465,4679,6763
1466,4470,6434
1466,4837,5865
1467,4470,6434
1467,4837,5915
1468,4470,6434
1468,4837,5915
1469,4675,5865
1470,4471,5752
1471,4471,5753
1472,4471,5752
1473,4471,5752
1474,4805,6389
1474,5383,6488
1475,4805,6100
1475,5383,6856
1476,4805,6306
1476,5383,6856
1477,4472,5773
1478,4805,6389
1478,5383,7040
1479,4805,6389
1479,5383,6088
1480,4473,6749
1481,4805,6504
1481,5383,6856
1482,4675,6389
1483,4675,6389
1484,4675,6548
1485,4805,6311
1485,5383,6680
1486,4675,6763
1487,4474,6763
1488,4805,6651
1488,5383,6856
1489,4675,6389
1490,4675,6763
1491,4675,6548
1492,4675,6763
1493,4805,6001
1493,5383,6856
1494,4475,6749
1495,4680,6389
1496,4680,6763
1497,4805,6651
1497,5383,6088
1498,4676,6389
1499,4805,6763
1499,5383,6856
1500,4476,6377
1501,4805,6763
1501,5383,6088
1502,4476,6749
1503,4676,6102
1504,4476,6954
1505,4676,6391
1506,4805,6867
1506,5383,6856
1507,4676,6763
1508,4805,6867
1508,5383,6088
1509,4477,5870
1510,4477,5923
1511,4477,6249
1512,4677,6007
1513,4677,6311
1515,4677,6656
1516,4677,6311
1517,4478,5781
1518,4677,6656
1519,4479,5776
1520,4478,7608
1521,4677,6651
1522,4479,5814
1523,4478,7607
1524,4479,5835
1525,4677,6306
1526,4481,6054
1527,4481,6336
1528,4481,6152
1529,4482,5915
1531,4482,5916
1532,4905,6404
1533,4905,6662
1534,4905,6793
1535,4482,5976
1536,4905,6875
1537,4905,6970
1538,4482,6001
1539,4482,6763
1540,4906,6763
1541,4483,6102
1542,4483,6389
1543,4483,6763
1544,4484,6001
1545,4484,6377
1546,4485,6242
1547,4485,6479
1548,4488,5967
1549,4488,6597
1550,4908,6211
1551,4908,6479
1552,4908,6670
1553,4908,6853
1554,4492,6152
1555,4491,6488
1556,4492,6856
1557,4491,6156
1558,4491,6489
1559,4909,6552
1561,4909,6793
1562,4909,6886
1563,4491,6857
1564,4957,6162
1565,4909,6914
1566,4957,6306
1567,4492,6488
1568,4909,6948
1570,4957,6001
1571,4491,6856
1572,4910,6593
1572,4911,6237
1573,4957,6377
1574,4914,6437
1575,4915,6763
1576,4958,6152
1577,4958,6488
1578,4916,5726
1579,4916,5729
1580,4675,6242
1581,4675,6242
1582,4922,6751
1584,4675,5945
1585,4675,6243
1586,4675,6243
1587,4964,5976
1588,4964,6712
1589,4964,6152
1590,4924,5762
1591,4964,6377
1592,4924,5769
1593,4677,6311
1593,5531,6869
1594,4924,5774
1595,4924,5790
1596,4964,6749
1597,4924,5807
1598,4924,5808
1599,4681,5978
1600,4924,5813
1601,4681,6390
1602,4924,5825
1603,4964,6001
1604,4924,5916
1605,4964,6306
1606,4964,6562
1607,4682,5923
1608,4682,6249
1609,4966,6715
1610,4925,5843
1611,4925,5843
1612,4996,6377
1613,4996,6749
1614,4998,6289
1615,4998,6640
1617,4966,6927
1618,4966,6054
1619,4966,6152
1620,4805,7040
1620,5563,6162
1621,4999,6378
1622,4999,6751
1623,4966,6474
1624,5000,6712
1625,4844,5812
1626,5000,5976
1627,4805,6222
1627,5563,6504
1628,4844,5812
1629,4966,6927
1630,5000,6377
1631,5000,6749
1633,4837,6263
1634,4967,6749
1635,4837,6264
1636,4382,6102
1637,4382,6389
1638,5001,6751
1639,4382,6391
1640,4837,5866
1642,4382,6763
1643,4837,6243
1645,4968,5825
1646,4805,19086
1646,5563,6164
1647,4968,5866
1650,4837,5915
1651,4805,6005
1651,5563,6005
1652,4837,6263
1653,4837,5916
1654,4837,6264
1655,4969,5753
1656,4837,5866
1657,5003,7023
1658,4840,5773
1659,4840,5773
1660,4840,5774
1661,4970,6002
1662,5009,6307
1663,4970,6307
1664,4970,6546
1666,4838,5915
1667,4838,5916
1668,4838,5865
1669,4805,6005
1669,5564,6506
1670,4971,6001
1671,5016,6812
1672,4971,6001
1673,5016,6867
1674,4971,6389
1675,4971,6389
1676,4971,6763
1677,4806,6608
1678,4971,6763
1679,4806,6981
1680,4838,5915
1680,5164,5865
1681,4807,5976
1682,4807,6377
1683,4808,5976
1684,4973,5978
1685,4808,6377
1686,4838,5865
1686,5163,6465
1686,5317,6026
1687,5016,6867
1687,5291,6377
1688,4808,5976
1688,4834,6377
1689,4383,5912
1690,4838,5945
1690,5222,5866
1691,4974,6568
1692,17207,5965
1693,4383,6241
1694,4809,5923
1695,5017,6641
1696,4809,6249
1697,5017,7002
1698,4383,6763
1699,5017,6002
1700,4383,6829
1701,4838,5915
1701,5341,5915
1702,4975,6249
1703,5017,6101
1704,4384,5918
1705,4975,6250
1706,5017,6738
1707,4384,6245
1708,4810,6100
1709,4838,6263
1709,5341,5915
1710,4838,5915
1710,5341,5915
1711,4838,5916
1711,5341,5916
1712,4838,6264
1712,5341,5916
1713,4838,5915
1713,5341,5915
1714,4838,6263
1714,5341,5915
1715,4617,6214
1715,4812,6371
1716,4812,5971
1716,5558,6358
1717,4813,6640
1718,4567,6704
1718,5017,5978
1719,4567,6704
1719,5017,6291
1721,4567,6704
1721,5017,6641
1723,4567,6704
1723,5017,7002
1724,4813,6289
1727,5020,5780
1730,4976,5814
1731,4976,5870
1732,5021,5780
1733,4976,5736
1734,4976,5754
1735,4976,5767
1736,4976,5772
1737,4976,5776
1738,4976,5785
1739,4976,5791
1740,4976,5796
1741,4976,5802
1742,4976,5809
1743,4837,5916
1743,5163,6466
1743,5318,6027
1744,4837,5916
1744,5163,6466
1744,5318,6027
1745,4976,5814
1746,5022,6704
1747,5022,5967
1748,5022,6144
1749,5022,6283
1750,5022,6370
1751,4976,5835
1752,4978,6704
1753,4814,5773
1754,4814,5773
1755,4837,5866
1755,5318,6027
1756,4814,5774
1757,4845,6749
1758,4386,5912
1759,5022,6809
1759,5502,6275
1760,4386,5918
1761,4815,5752
1762,4815,5752
1763,4386,5965
1764,4386,6241
1765,4845,6377
1765,5417,5791
1766,5023,6377
1767,4386,6245
1768,4978,5866
1769,5023,6749
1770,4845,6749
1770,5417,5791
1771,5023,6954
1772,4978,5916
1773,4386,6763
1774,4978,5945
1775,4978,6243
1776,4978,6597
1778,4978,5967
1779,4978,6283
1780,5024,5966
1781,4820,6012
1782,4119,6897
1782,5373,6894
1784,4848,6250
1785,4848,6441
1786,5025,5923
1787,5025,6249
1788,4848,6609
1789,4848,5978
1790,4848,5925
1791,4848,6389
1792,4848,6440
1793,4848,6249
1794,4848,6608
1795,5026,6001
1796,4926,6012
1797,4848,6981
1798,4849,6596
1799,5027,6267
1800,4567,6704
1800,4978,5813
1801,4849,6596
1802,4567,6704
1802,4978,5856
1803,4849,6435
1804,4567,6704
1804,4978,5900
1805,4567,6925
1805,4978,6704
1806,4851,5916
1806,5645,5825
1807,4852,6306
1808,4821,6014
1809,4821,5984
1810,4821,6014
1811,4853,6390
1812,4821,6027
1813,5028,5976
1814,4821,6108
1815,4855,6264
1816,4821,6318
1817,4821,6401
1818,4856,6763
1819,5029,6081
1820,4821,6661
1821,4929,6001
1822,5029,6377
1823,5029,6488
1824,4929,6002
1825,5029,6749
1826,4821,6022
1827,5029,6377
1828,4929,6504
1829,4821,6399
1830,4821,6778
1831,5030,5915
1832,4858,6378
1833,4821,6967
1835,4858,5981
1836,4858,5976
1837,4858,6377
1838,5031,6001
1839,5031,6749
1840,4858,6749
1841,4929,6755
1842,4858,6001
1843,5032,6163
1844,5032,6267
1845,4567,6704
1845,4821,6014
1846,5032,6712
1847,5032,5976
1848,4567,6704
1848,4821,6646
1849,5033,5916
1850,4929,6749
1850,5390,6504
1850,5424,6088
1852,5034,6389
1854,5035,6389
1855,4567,6704
1855,4821,6758
1857,5036,6289
1858,5036,6640
1860,5036,6641
1861,4929,6162
1861,5424,6504
1863,4821,6758
1863,5476,5861
1866,4821,6014
1866,5476,5861
1869,5038,6749
1870,4859,6377
1871,4859,6749
1872,4821,24154
1872,5476,5907
1873,4859,6001
1875,4859,6380
1876,4978,6243
1877,5038,6249
1882,5043,6159
1883,5043,6951
1893,5045,6377
1896,4978,6243
1898,4978,6704
1899,4861,5791
1899,5272,6152
1900,5046,5978
1901,4931,5794
1902,5046,6378
1903,4861,5792
1903,5272,6153
1904,5046,6751
1905,5046,6955
1906,5046,6002
1907,4977,6263
1907,5352,6263
1908,5046,6755
1909,4977,6263
1909,5352,6263
1911,5046,6749
1913,5046,6001
1914,4980,6763
1915,4931,5731
1916,4699,6012
1917,4980,6505
1918,4931,5817
1919,5046,6749
1919,5367,6377
1920,4700,6389
1921,4981,5916
1922,4981,5916
1923,4981,5916
1924,5046,6378
1924,5367,6378
1925,5047,6153
1926,4931,5825
1927,4982,6707
1928,4982,6372
1929,4982,6743
1930,4931,5866
1931,4701,6389
1932,5047,6489
1933,4701,6391
1934,4931,5916
1935,5048,6001
1936,4702,6389
1937,4932,5770
1938,4702,6763
1939,5049,6528
1940,5049,6749
1941,4983,6152
1942,5049,6001
1943,4983,6488
1944,4983,6856
1945,4983,6088
1946,4983,6222
1947,4985,6267
1948,4985,6712
1949,4985,5976
1950,4985,6289
1951,5050,5916
1952,4985,6640
1953,4703,6012
1954,5050,5945
1955,5050,6243
1956,5050,6435
1957,4986,6162
1958,4986,6504
1959,4986,6504
1962,4986,6867
1963,5051,6306
1964,5051,6651
1965,5051,6867
1966,4986,6504
1967,4986,6683
1968,5052,6749
1969,4987,6507
1971,5056,6389
1972,4989,5774
1973,5056,6651
1974,4990,6651
1975,4991,5976
1976,4991,6640
1977,4932,5770
1978,4991,6001
1979,4992,6249
1980,4706,6306
1981,5056,6599
1982,4706,6651
1983,5056,6763
1984,4993,6306
1985,4993,6651
1986,4993,6009
1987,4993,6311
1988,4706,6751
1989,4994,5976
1990,5058,6378
1991,5058,6378
1993,5058,5976
1994,5058,6377
1995,4707,6306
1996,5058,6749
1997,4707,6504
1998,5058,6001
1999,4707,6651
2000,4995,6250
2001,4995,6609
2002,4995,6250
2003,4995,5870
2004,5059,5754
2004,5187,5923
2005,4995,5923
2006,4995,6249
2007,4708,6250
2008,4931,5805
2008,5283,5822
2012,4709,6291
2013,4709,6749
2014,5060,5892
2015,5060,5892
2016,4711,5976
2017,4711,6377
2018,4934,5976
2019,5060,5856
2020,5060,5881
2021,4934,5976
2022,4934,6267
2023,5060,6704
2024,4934,6289
2025,5060,5981
2026,5060,5976
2027,4934,6488
2028,5060,6289
2029,4934,6640
2030,4934,6640
2033,5061,5978
2034,4934,6712
2035,4934,6712
2036,5063,6763
2037,5063,7024
2038,4712,6763
2039,4935,5976
2040,4935,6289
2041,5065,5978
2042,4935,6856
2043,4935,6088
2044,5065,5978
2045,5066,5976
2046,5066,6712
2047,5065,6719
2048,5065,5981
2049,5066,6152
2050,4713,5978
2051,5065,6712
2052,5065,5976
2053,5066,5976
2054,5065,6640
2055,4713,6289
2056,4713,6640
2057,4936,5978
2058,4713,6643
2059,4862,23937
2061,4862,6009
2062,4937,5976
2063,4862,6001
2064,4937,6289
2065,4862,6306
2066,5067,6377
2067,4937,6640
2068,4862,6504
2069,4862,6651
2070,5067,6749
2071,4862,6867
2072,4862,7009
2073,4862,6749
2074,4862,6001
2075,5071,5912
2076,4865,6712
2077,4938,5976
2078,4865,5976
2079,4938,6289
2080,5071,5867
2082,4866,5774
2084,5071,5863
2086,4714,5967
2087,4867,5912
2088,4714,6283
2090,4867,6433
2091,4939,6712
2093,4939,6267
2094,4940,6001
2095,4870,6082
2096,4716,5976
2097,4870,5976
2098,4716,6712
2099,4870,6377
2100,4870,6749
2101,4716,6267
2102,4871,6954
2103,4871,6001
2104,5137,6751
2105,4871,6100
2106,4871,6162
2107,7405,2562
2108,4873,5935
2109,4873,6267
2110,4717,6289
2111,5138,6242
2112,4720,6306
2113,4720,6504
2114,4720,6867
2115,5140,5925
2116,4942,5917
2117,4942,6763
2118,5141,6389
2119,4942,6767
2120,5142,6763
2121,5142,6960
2122,4942,6957
2123,5143,6289
2124,5143,6640
2125,4877,6377
2126,5143,7001
2127,4877,6749
2128,5143,6088
2129,4877,6954
2130,4944,5978
2131,5143,6193
2132,4877,6749
2133,4944,6002
2134,4721,6373
2135,4877,6380
2136,4721,6744
2137,4944,6751
2138,4878,5923
2139,4721,6952
2140,4945,6306
2141,4721,5997
2142,5144,5816
2143,4722,5756
2144,4945,6242
2145,4722,5950
2146,4722,6268
2147,4945,6243
2148,5145,6389
2150,4946,6001
2151,4722,6302
2152,5145,5912
2153,5145,6241
2154,4946,6162
2155,5145,5965
2156,7417,2562
2157,4946,6306
2158,4722,6502
2159,5145,6763
2160,4946,6377
2161,4722,6650
2162,4946,6749
2163,4946,6954
2164,5146,5915
2165,5146,5915
2166,5147,5978
2167,5147,6291
2168,5071,6763
2168,5470,6763
2169,4884,6772
2170,5071,6504
2170,5474,6763
2171,5148,6391
2172,5148,6389
2173,5148,5912
2174,5148,6763
2175,5072,5912
2176,5072,5965
2178,5072,6595
2179,4891,6518
2180,4891,6874
2183,4891,7052
2185,4891,6573
2186,5073,6712
2187,5149,5925
2188,4891,6228
2189,5073,5976
2191,5075,6002
2192,5075,6763
2193,5075,6960
2194,5076,6262
2195,5150,5870
2195,5251,6749
2196,5076,6702
2197,5076,6763
2198,4723,6537
2198,4759,5923
2199,4892,6787
2200,4950,6001
2201,4950,6306
2202,4950,6504
2203,20600,6749
2204,4892,6873
2205,4950,6715
2206,5077,5912
2207,4892,6516
2208,5077,6289
2209,4892,6786
2210,5077,6749
2211,4892,6034
2212,5077,6378
2213,4892,6225
2214,5077,6267
2215,4892,6403
2216,4892,6789
2217,5078,6291
2218,4955,5968
2219,4893,6787
2220,5152,6751
2221,4727,6503
2222,5152,6002
2223,5152,6307
2224,4896,5835
2225,5153,6378
2226,5153,6751
2227,4728,6712
2228,4897,16930
2229,5154,5774
2230,5079,6291
2231,4899,6357
2232,4899,6892
2233,4729,6001
2234,5080,5916
2235,5080,5976
2236,4901,5985
2237,4901,6795
2238,4903,6328
2239,4903,6897
2240,5081,6012
2241,5154,5735
2241,5271,5834
2242,5082,6267
2243,4730,6749
2244,4730,6001
2245,4730,6162
2246,5084,6504
2247,5085,6267
2248,5155,6581
2249,5085,6712
2250,5155,6763
2251,4731,5863
2252,5155,6102
2253,5155,6389
2254,5155,6581
2255,5155,6763
2258,5085,6267
2258,5417,5776
2259,5156,6415
2262,5156,6814
2264,4904,6959
2265,4732,6309
2265,5476,5907
2266,5158,6704
2268,5088,6391
2269,4732,6655
2269,5476,5907
2270,5088,6100
2271,5088,6389
2272,5088,6763
2273,5159,5960
2274,4732,5978
2275,5089,6751
2276,4732,6641
2277,4732,6749
2278,4732,6001
2279,4732,6162
2280,4732,6306
2281,5091,5814
2282,5160,6001
2283,5160,6162
2284,5160,6306
2285,5160,6389
2286,5091,5817
2288,5090,5978
2289,5163,6102
2290,5163,6763
2291,4733,6389
2292,5092,6712
2293,5092,5976
2294,4733,6763
2295,5092,6289
2296,5092,6289
2297,4734,6749
2298,4136,6378
2299,4735,5776
2300,5093,6249
2301,5093,6608
2302,5093,6981
2303,5093,6184
2304,5093,6360
2305,5165,6152
2306,5093,6528
2307,5166,5831
2308,5094,6291
2309,5166,5872
2310,5194,6030
2310,5614,5773
2311,5194,6030
2311,5614,5773
2312,5094,6641
2313,5166,5925
2314,5094,7002
2315,5095,5912
2317,5095,6640
2318,5095,6763
2319,5196,6746
2320,5095,6100
2321,5196,5999
2323,5196,6304
2324,5196,6762
2325,5196,6017
2326,5197,5834
2327,5197,6609
2328,5197,6291
2329,5197,6641
2330,5197,6306
2331,5197,6504
2332,5197,6651
2333,5094,5824
2333,5164,5865
2334,5200,6389
2335,5201,6289
2336,5202,6250
2337,5096,5976
2338,5096,5976
2339,5202,6529
2340,5202,6608
2341,5202,6981
2342,5096,6377
2343,5203,5967
2344,5097,6249
2345,5206,6489
2346,5206,6001
2347,5098,5834
2348,5207,6389
2349,5207,6763
2350,5207,5918
2351,5207,6245
2352,5207,5912
2353,5207,6241
2354,5207,6595
2355,5207,5965
2356,5207,6763
2357,5207,6391
2358,5208,6389
2359,5209,6267
2360,5210,6867
2362,5211,5976
2363,5211,6152
2364,5211,6488
2365,5211,6152
2366,5212,5915
2367,5212,5916
2368,5213,6306
2369,5213,6651
2370,5213,6867
2371,5214,6719
2372,5214,6712
2373,5216,6291
2374,5216,6719
2375,5216,6712
2376,5099,5978
2377,5099,6715
2379,5099,6719
2380,5099,6712
2381,5099,5976
2382,5220,5925
2383,5220,5950
2384,19204,2562
2385,4867,2562
2385,5057,6002
2386,5100,6250
2387,5101,5870
2388,5101,6267
2389,5101,6712
2390,5101,5976
2391,5102,6749
2392,5102,6001
2393,5102,6306
2394,5103,5925
2395,5103,6749
2396,5103,6001
2397,5104,6473
2398,5104,6851
2399,5105,6581
2400,5105,6765
2401,5105,6389
2402,5105,6763
2403,5106,6763
2404,5105,5894
2405,5105,5894
2406,5108,6389
2407,5109,6162
2408,5109,6306
2409,5109,6389
2410,5110,5912
2411,5110,6241
2412,5110,6433
2413,5110,6595
2414,5110,6281
2415,5112,5978
2416,5222,6389
2417,5222,6389
2417,5266,6749
2417,5525,6389
2418,5222,6713
2418,5318,6026
2419,5113,6242
2420,5113,6001
2420,5113,6242
2421,5223,5984
2422,5113,6243
2423,5113,6306
2424,5224,6835
2425,5113,6001
2426,5113,6243
2427,5226,6488
2428,5226,6856
2429,5226,7040
2430,5228,5925
2431,5228,6250
2432,5230,6162
2433,5230,6489
2434,5114,5925
2435,5232,5913
2436,5114,6715
2437,5233,6162
2438,5233,6504
2439,5116,5925
2440,5235,6389
2441,5236,6289
2442,5236,6488
2444,5238,6396
2445,5118,6749
2446,5118,6001
2447,5118,6001
2449,5118,6755
2450,5118,6749
2451,5240,6219
2452,5118,6001
2453,5240,6579
2455,5240,6579
2456,5240,6954
2458,5241,6289
2459,5119,6267
2460,5119,5976
2461,5243,6100
2462,5243,6389
2463,5243,6389
2464,5119,6243
2468,5123,6763
2469,5124,6250
2471,5411,5935
2472,5411,6267
2473,5411,6712
2474,5411,5976
2475,5413,6162
2476,5413,6504
2477,5413,6162
2478,5413,5925
2479,5413,6378
2480,5413,6153
2481,5413,6162
2482,5413,6504
2483,5413,6162
2484,5417,5776
2485,5244,6514
2486,5417,5829
2487,5244,6872
2488,5244,6172
2488,5246,6172
2489,5417,5776
2489,5619,6249
2491,5417,5776
2491,5619,6608
2492,5244,6514
2492,5246,6514
2493,5244,7051
2493,5246,6515
2494,5245,6033
2495,5245,6321
2496,5245,6519
2497,5245,6032
2498,4571,6479
2500,5245,6788
2502,5245,6035
2504,5245,6322
2505,4115,6866
2507,7406,5991
2508,4115,6168
2509,5246,6872
2510,5247,6788
2511,5278,6152
2512,5421,6829
2513,4571,6213
2514,5248,6102
2515,7407,2562
2516,5423,6162
2517,5248,6391
2518,4571,6853
2519,5248,6389
2520,5248,6763
2521,4571,6970
2522,5278,6579
2523,5424,6162
2524,7418,2562
2525,5424,6504
2526,5424,6867
2527,5249,5831
2528,4571,6421
2528,4572,6428
2529,5426,6755
2530,5250,6504
2531,5426,6001
2532,5250,6504
2533,4571,6554
2533,4572,6556
2535,5427,5916
2536,5252,6489
2537,5278,6488
2539,5254,6001
2540,5254,6749
2541,4571,6795
2541,4572,6977
2542,5280,6712
2543,4571,6903
2543,4572,5967
2545,5353,6597
2546,5284,5978
2547,4665,5873
2547,5353,6597
2548,5149,5999
2549,5254,6751
2550,5254,6488
2551,5254,6856
2552,5254,6088
2553,5254,6306
2554,5429,5923
2555,5429,6249
2556,5253,6218
2557,5429,6440
2558,5429,6608
2559,5284,6719
2559,5367,6840
2560,5150,5925
2561,5354,6405
2562,5256,5976
2563,5150,5859
2564,5150,5731
2565,5257,6651
2566,4571,6797
2566,4901,6406
2567,5355,6389
2568,5355,6749
2569,5259,5754
2570,5259,5829
2571,5259,5923
2572,5355,6391
2573,5260,6703
2574,5261,6187
2575,5356,6763
2577,5261,6715
2578,5261,6249
2579,5261,6608
2580,5261,6981
2581,5261,6184
2582,4491,6270
2582,4805,6958
2583,5265,6763
2584,5357,6389
2585,5267,7055
2586,5267,6001
2587,5267,6306
2588,4573,6715
2589,5284,5967
2589,5445,5834
2590,4491,5981
2590,4805,6009
2592,5358,6389
2593,4573,6715
2594,5358,6389
2595,5358,6581
2596,5268,6041
2597,5268,6559
2598,5358,6581
2599,5358,6763
2600,5358,6763
2601,4491,5976
2601,4805,6504
2602,4573,6152
2603,5358,6002
2604,5269,6152
2605,5358,6764
2606,5358,6389
2607,5358,6763
2608,5358,6960
2609,5358,6018
2610,4573,6719
2611,5284,5790
2611,12509,6144
2612,4573,6249
2613,4491,5981
2613,4805,6009
2613,5288,6085
2615,4573,6712
2616,4491,5981
2616,4805,6311
2616,5288,6085
2617,4573,5976
2619,12417,5916
2620,12417,6243
2621,12417,5967
2622,5360,6749
2623,4491,6295
2623,4805,6311
2623,5383,6863
2624,4491,5981
2624,4805,6009
2624,5383,6494
2625,4574,6749
2628,4574,6751
2629,5361,6267
2630,5296,5925
2631,4490,5981
2631,5367,6840
2632,5163,5845
2632,5318,6027
2632,5348,5866
2633,5361,6377
2635,4574,6153
2637,5361,6712
2638,5362,6715
2640,4491,5981
2640,5284,6719
2640,5367,6840
2641,7404,2562
2642,4491,5981
2642,5284,6719
2642,5394,6988
2643,5167,6002
2645,5271,6613
2645,5288,6085
2645,5290,6613
2645,5394,6613
2646,4491,6289
2646,5383,6856
2647,5169,6763
2648,5271,6981
2648,5288,6377
2648,5290,6981
2648,5394,6981
2649,5487,6711
2650,5487,6206
2651,5362,6719
2652,4491,6295
2652,5383,6863
2654,5363,6152
2655,5363,5976
2656,5271,5978
2656,5288,6291
2656,5394,5978
2657,5489,6749
2658,4823,6708
2659,5363,6712
2660,4581,6749
2661,5171,6268
2662,5363,5976
2663,4823,5973
2664,5363,6377
2665,5171,6289
2666,5171,6488
2667,5271,6613
2667,5290,6613
2667,5394,6613
2668,4823,6285
2669,4823,6634
2670,4491,5981
2670,5383,6494
2670,5639,5937
2672,5171,6856
2673,5364,6712
2674,5171,6679
2675,4493,5872
2676,5365,6585
2677,5272,6184
2678,5272,6184
2679,5272,6156
2681,5272,6295
2682,4493,5870
2683,5272,6494
2684,5365,6751
2685,5272,6152
2686,5272,6189
2687,5297,5824
2688,5272,6488
2689,5272,6856
2690,4493,5882
2691,5272,6001
2692,5366,6377
2693,5273,6489
2694,5366,6749
2696,5273,6857
2697,5366,6378
2698,5273,6895
2699,4493,5870
2699,5356,6763
2700,4584,5774
2701,5366,6751
2702,5273,6117
2703,5276,5976
2704,5173,5980
2705,5173,6053
2706,5277,5863
2707,5173,6131
2708,5173,6155
2709,5173,6327
2710,4825,6857
2710,5476,5907
2711,5173,6334
2712,5367,6378
2713,5173,6718
2714,5367,6751
2716,5173,6919
2717,5367,6081
2718,5367,6377
2719,5367,6749
2720,4584,6377
2721,5292,6102
2722,4494,6705
2723,4494,5912
2724,5367,6840
2725,4584,6749
2726,4494,6702
2727,5367,6380
2728,4584,6954
2729,5292,6749
2730,5367,6081
2731,5367,6377
2732,5367,6749
2733,4826,5821
2734,5293,6001
2735,5175,5976
2736,5368,6162
2737,5368,6346
2738,4826,6435
2739,5175,6289
2740,5368,6504
2741,5175,6488
2742,5175,6856
2743,5175,7040
2744,4585,6389
2745,5369,6927
2746,5369,6152
2747,4585,6763
2748,5293,6751
2749,5177,6488
2751,5370,5866
2752,5293,6488
2753,4585,6881
2754,5293,6001
2755,5371,6291
2756,5179,6380
2758,5181,6001
2759,5181,6377
2761,4586,6377
2762,5372,5978
2763,5181,6749
2764,5180,6954
2764,5181,6377
2765,5492,6145
2766,5492,5990
2767,5492,6740
2768,5182,5812
2769,5182,5812
2770,5182,5813
2771,4827,5832
2772,5373,6894
2773,4587,5976
2774,5374,6001
2775,4827,6278
2776,7409,2562
2777,5474,6444
2778,4587,5978
2779,4587,5981
2780,5375,6856
2781,5375,7001
2782,5375,6088
2783,4587,6289
2784,5375,6193
2785,5497,5916
2786,5497,6435
2787,5375,7002
2788,5375,5925
2789,5498,6751
2790,5375,6295
2791,5375,6643
2792,4495,6162
2793,5375,5976
2794,5375,6289
2795,5375,6640
2796,5499,5967
2797,5375,6856
2798,5375,7001
2799,5499,6370
2800,5376,6749
2801,4829,5817
2803,5500,6712
2804,5298,5922
2805,5500,5976
2806,5377,5978
2808,4497,6395
2809,5298,5978
2810,5501,6712
2811,5501,5976
2812,5298,6712
2813,5587,6001
2814,4588,6001
2815,5380,6762
2816,4588,5978
2817,5590,5834
2818,4588,6595
2819,5381,5976
2821,5381,6712
2822,5590,5833
2823,5503,7001
2824,5503,6193
2826,5383,6856
2827,5503,6365
2828,4830,6243
2829,4830,6704
